day_hr,num_trades,total_usd,total_fees_usd,num_new_positions,liq_usd_added,liq_usd_net
2021-08-31 06:00:00.000 UTC,1272,2.9700205445652947e+07,49549.5991396482,19,4.791442664184101e+07,460932.22533762985
2021-08-20 22:00:00.000 UTC,2291,5.754436960276672e+07,102577.09560373129,41,4.7987627531737285e+06,2.4436955017371057e+06
2021-08-16 03:00:00.000 UTC,1345,5.523556734770915e+07,102007.10801956106,18,4.534489093562309e+06,2.0471856011915284e+06
2021-06-26 01:00:00.000 UTC,2063,3.1953290998123966e+07,65526.43146114511,45,3.463901630872351e+07,-2.2968672415700457e+06
2021-06-17 20:00:00.000 UTC,1641,3.944624915687657e+07,69624.30223085858,34,2.7468274348862725e+06,292290.5370410501
2021-05-15 07:00:00.000 UTC,1057,3.1765383272930328e+07,102308.92803431088,26,2.894669731101593e+06,896949.3222030391
2021-05-15 06:00:00.000 UTC,1092,3.644259276940871e+07,110539.24352588532,20,1.8569614950790217e+06,1.2270576403604748e+06
2023-07-09 02:00:00.000 UTC,1411,9.579127448021807e+06,15059.214800099246,6,631475.7928053129,91162.59356778499
2023-05-31 00:00:00.000 UTC,2666,2.4925400344127733e+07,60952.6966341444,9,4.125448944589738e+06,385156.30104257644
2023-05-21 05:00:00.000 UTC,2717,1.4762635591913098e+07,39939.01432236192,23,6.745694278460252e+07,-265342.3126515754
2023-05-10 15:00:00.000 UTC,2095,1.8191916265623216e+07,39621.02548563453,14,1.4500904247745462e+07,10705.043741234847
2023-04-24 11:00:00.000 UTC,1732,1.5823197147714322e+07,30084.46436481155,31,7.894079564358029e+07,-4.796601960462376e+07
2023-04-05 23:00:00.000 UTC,1759,1.1691125895148877e+07,22823.188252975644,37,1.1788444063107088e+08,-1.6184843262487404e+07
2023-03-28 06:00:00.000 UTC,1552,2.4342381345371857e+07,30545.194354303352,37,2.458493815218129e+08,1.8381803821338774e+06
2023-03-18 16:00:00.000 UTC,3608,1.4436873971897364e+08,148134.6006950928,52,2.6512358145283645e+08,495589.69178982027
2023-03-11 20:00:00.000 UTC,5244,3.8819212506022775e+08,226184.2042378179,47,1.0488622872240322e+07,-9.83502273011772e+06
2023-02-06 16:00:00.000 UTC,3632,8.925721064336817e+07,110976.47446038417,33,7.700058308006492e+07,3.3136070096993945e+06
2022-12-08 11:00:00.000 UTC,1683,2.571873808696324e+07,34040.05717076253,59,9.435126603511672e+07,157598.91777217961
2022-12-05 19:00:00.000 UTC,2112,3.70547491533619e+07,47354.81359562535,35,1.5269501815969342e+08,2.120618652436154e+06
2022-10-21 13:00:00.000 UTC,1912,4.537579737613666e+07,51042.223120265604,21,9.69681245161126e+07,301103.30835708854
2022-08-28 12:00:00.000 UTC,2272,4.565707213765813e+07,42559.9586197952,56,4.383855947282978e+07,-863800.6039552281
2022-07-16 21:00:00.000 UTC,1661,5.240332930146063e+07,63045.20171922278,21,6.528624018064618e+07,-270666.69760896644
2022-07-06 20:00:00.000 UTC,1415,3.897824805110478e+07,37277.93690203514,14,3.2736057946600072e+07,1.2589369673667222e+06
2022-05-28 11:00:00.000 UTC,1402,3.401625016758285e+07,39660.43167714311,28,1.802366410927756e+06,-697420.9194005096
2022-05-10 12:00:00.000 UTC,2421,1.465091884619932e+08,166831.34066851425,46,1.0060386057215533e+08,-297316.86036215705
2022-05-03 08:00:00.000 UTC,1062,2.3171251422209013e+07,36581.0687141601,14,1.380506313806863e+07,1.8624468887088266e+06
2022-04-27 00:00:00.000 UTC,1330,5.0665249096234374e+07,87490.50715719035,12,5.680443277417673e+07,3.2571567938137795e+06
2022-04-05 06:00:00.000 UTC,1200,5.593466629322494e+07,63947.35238694513,12,8.738065899714255e+07,-95866.40124581165
2022-04-02 00:00:00.000 UTC,2366,1.1008759618766008e+08,213404.88873968256,13,1.1049499049414438e+06,507721.2659586259
2022-02-11 21:00:00.000 UTC,1745,8.693517505206876e+07,124499.83325962456,15,1.0009288988149872e+07,711202.4655531896
2022-02-05 06:00:00.000 UTC,1294,5.31375267302879e+07,72491.77700910419,21,4.486730260614851e+07,-137719.3652240697
2022-01-22 05:00:00.000 UTC,2282,1.2348395545602223e+08,231599.39826948824,13,1.5045347152854083e+06,-1.170105446086491e+06
2022-01-12 16:00:00.000 UTC,1910,8.525876295591314e+07,188826.99553982983,9,2.356320616296055e+06,-1.950169775334943e+06
2021-12-18 06:00:00.000 UTC,1027,6.5361755538710974e+07,106296.05279770613,16,4.990056988715508e+06,983989.1488630163
2021-11-18 17:00:00.000 UTC,2704,2.2942100754718786e+08,346291.39429542655,8,1.0292899541345073e+07,-8.116791255273302e+06
2021-09-04 06:00:00.000 UTC,1196,2.8816563504285097e+07,88375.31703768599,11,7.990060541450439e+06,3.931675626880443e+06
2021-09-02 22:00:00.000 UTC,1118,2.8130459766387675e+07,128897.60617972384,2,112536.13411854758,-829638.5275550139
2021-07-27 15:00:00.000 UTC,2109,5.730839202467119e+07,88677.62378337662,41,8.3111852577174995e+06,-485703.5349214402
2021-07-13 08:00:00.000 UTC,2137,1.8859697948555518e+07,44252.19448590661,22,4.1096408459091275e+06,2.9275067570809186e+06
2021-06-21 14:00:00.000 UTC,1996,4.6568981534358986e+07,87403.975747801,41,1.1746551808428517e+07,-861357.8681934903
2021-06-12 13:00:00.000 UTC,1886,1.72947664086096e+07,37800.368118183236,64,7.881114078762479e+06,-405611.2332539465
2021-05-28 19:00:00.000 UTC,1115,3.1179747753695346e+07,83038.59965355451,42,1.0395573541967597e+07,3.4957189418217908e+06
2021-05-27 17:00:00.000 UTC,1184,3.425950621062211e+07,79376.06350637623,52,1.1741640972274888e+07,-6.777740789873589e+06
2023-06-05 18:00:00.000 UTC,2753,3.547622079448748e+07,53910.90103624393,30,6.325841950285357e+07,45877.60185413101
2023-05-12 12:00:00.000 UTC,2473,3.4503285948882915e+07,45038.04286107753,16,1.8495842147712916e+07,1.6177706042014072e+06
2023-05-04 18:00:00.000 UTC,2769,4.034131132829755e+07,74489.8429997623,18,126011.0421876663,-1.541535497759182e+06
2023-04-30 08:00:00.000 UTC,2243,1.8264398399039444e+07,27953.66806702698,26,658366.2298937958,-311910.8024196415
2023-03-26 01:00:00.000 UTC,1583,1.401752222075265e+07,18503.132897021704,36,8.65382553777157e+07,263059.6229551559
2022-12-07 06:00:00.000 UTC,1509,2.711690987398243e+07,35644.014894590415,55,3.4601132375794065e+08,1.0152721896032067e+07
2022-11-30 19:00:00.000 UTC,3565,1.2305197469307381e+08,99685.87357586717,57,3.4355994127003205e+08,-1.2627692635890307e+07
2022-11-19 14:00:00.000 UTC,2043,2.2991468306064855e+07,18763.880477824598,40,1.0589123158646394e+06,-454913.8115663626
2022-10-27 21:00:00.000 UTC,2478,4.260293369141259e+07,42355.56247451917,55,2.4222587470080057e+08,-241521.29786552978
2022-10-10 15:00:00.000 UTC,1490,3.1596055818341352e+07,21934.532226777243,17,2.8390489338400412e+07,-2.763742586645863e+06
2022-10-03 06:00:00.000 UTC,1550,1.3225058683268134e+07,31617.801059535777,26,6.082782386490347e+07,-2.095719846305077e+06
2022-09-13 10:00:00.000 UTC,2731,3.1190254311624292e+07,48338.41207364146,42,2.611150106529028e+07,-369465.78735706426
2022-07-03 02:00:00.000 UTC,1069,5.42049359966262e+06,6575.258308706334,40,2.2123679923541535e+07,-30400.74100469857
2022-06-25 07:00:00.000 UTC,1637,4.46439453315514e+07,55354.39285089181,22,3.5665138473253794e+07,9.944962468240345e+06
2022-05-28 05:00:00.000 UTC,1314,6.472688603258703e+07,64722.680194376895,19,1.4842399265374e+06,-1.4515925809836451e+07
2022-05-24 17:00:00.000 UTC,1258,5.250857885529139e+07,71793.60246836352,14,9.74132310021655e+07,-1.4672258845667217e+07
2022-05-11 11:00:00.000 UTC,2435,1.2341835797542177e+08,179302.04834936548,16,2.296872850362915e+06,-1.9401172813505677e+06
2022-04-19 06:00:00.000 UTC,1250,1.981069662420851e+07,41076.66359517078,13,1.9399651641770753e+06,-4.148152761971837e+06
2022-03-14 01:00:00.000 UTC,1778,5.6943942538446546e+07,82854.44608012405,11,4.015368279272707e+06,-367855.2040279737
2022-02-10 05:00:00.000 UTC,1262,2.7946741530742586e+07,46931.90701962396,14,1.0219010228965811e+06,-75570.45022253307
2022-01-20 08:00:00.000 UTC,1483,5.9124013612772726e+07,95483.38739248626,16,1.5728713882645261e+06,-14103.736708121316
2021-11-26 21:00:00.000 UTC,1953,8.234193604121752e+07,146462.79838115486,9,755824.4516416464,-413789.5292813999
2021-11-25 13:00:00.000 UTC,2777,1.2788986061223456e+08,483279.3089433712,16,6.75830287025955e+07,595692.480065233
2021-09-26 08:00:00.000 UTC,1902,8.344948662785265e+07,188052.54217928913,24,1.1883940605743466e+07,-2.679300841875279e+06
2021-09-20 08:00:00.000 UTC,2065,1.5802662708442324e+08,225189.09812866722,20,5.422255208326222e+07,2.311631613891533e+06
2021-08-05 06:00:00.000 UTC,1720,3.77215692419313e+07,66665.87523342909,31,5.417738790392902e+07,415502.6823346317
2021-07-20 16:00:00.000 UTC,2314,4.459766112249628e+07,83178.30448894223,51,8.055440499262735e+07,2.7217330775852394e+06
2021-07-12 05:00:00.000 UTC,1927,1.71416498714193e+07,36874.905585929024,30,8.076042100003454e+07,-196817.30213168013
2021-07-10 21:00:00.000 UTC,2086,1.4313293298630456e+07,27876.08417236492,32,1.60675157469243e+07,-4.868143943606004e+07
2021-06-15 21:00:00.000 UTC,2022,1.6681262716878574e+07,40578.51158926647,39,1.6523692578156933e+06,449809.7222278974
2021-06-01 11:00:00.000 UTC,1072,2.338736438141324e+07,55540.70681442613,62,9.220092546776451e+06,6.05983468671922e+06
2021-05-22 22:00:00.000 UTC,1043,2.7166608734005433e+07,75124.56555542367,34,1.0091321602759747e+06,896021.4757812362
2023-07-14 01:00:00.000 UTC,2583,5.2018768495317094e+07,63635.47053562375,25,5.461764793192531e+06,399483.4452783248
2023-06-17 12:00:00.000 UTC,1406,1.2289341888555141e+07,14277.851029266183,17,392973.49276787,-1.0542750168032579e+06
2023-06-15 01:00:00.000 UTC,1863,3.40080599035102e+07,19800.259417736765,13,1.4319408155574862e+07,-2.204842857547971e+06
2023-06-06 03:00:00.000 UTC,1742,4.330749685229895e+06,12210.273005104262,7,1.6180575392577542e+07,263941.2459480335
2023-06-02 22:00:00.000 UTC,1493,2.2663482072504476e+07,20212.791302088703,20,2.488601870338111e+08,9.529203216341443e+06
2023-05-29 03:00:00.000 UTC,2478,1.8884238483361594e+07,36713.922766763535,13,1.632919584120707e+07,-228317.3914990743
2023-05-02 22:00:00.000 UTC,2439,2.0448887045830153e+07,55010.646828168574,13,241480.51424316678,-23281.738112081577
2023-04-27 22:00:00.000 UTC,1563,3.681667857268562e+07,42234.63766054216,23,1.1065430639608316e+07,1.6942576073632166e+06
2023-04-27 09:00:00.000 UTC,1144,2.8416971833543196e+07,21350.26631946865,24,3.428167781493116e+07,1.3126444989091935e+07
2023-04-12 11:00:00.000 UTC,1439,1.8556155804825205e+07,17278.635293364507,28,3.9209655414008364e+07,-1.7618177229020533e+06
2023-04-11 11:00:00.000 UTC,1495,1.2689117347617622e+07,16218.748097026319,24,8.38030240084815e+07,327694.50607512187
2023-04-10 03:00:00.000 UTC,1354,8.894685645992914e+06,13371.116198712034,17,1.395605128143913e+07,-852148.9715668055
2023-02-16 00:00:00.000 UTC,5241,1.8938360602672824e+08,263999.53751923464,77,1.799135087713953e+08,-3.520971630260035e+06
2023-02-11 05:00:00.000 UTC,1709,1.1116059744866727e+07,15699.444960265491,23,3.9337683425733455e+07,40413.718098145604
2023-02-03 17:00:00.000 UTC,2512,6.6506126144520886e+07,64819.08676878706,44,3.2069161776837535e+07,-214264.4864807076
2023-01-24 19:00:00.000 UTC,2359,2.8990797649347305e+07,37959.2106329532,30,5.503827178943191e+07,-2.0006168070840242e+06
2023-01-12 13:00:00.000 UTC,3972,2.0263085851186773e+08,205426.2137277254,60,4.8850859457831144e+08,-1.6138061914067096e+06
2022-11-02 04:00:00.000 UTC,1789,1.4137255894080475e+07,21495.225680644297,27,2.6488345394214494e+06,628718.1663812941
2022-11-01 20:00:00.000 UTC,1818,2.5573706617927264e+07,25209.859286965937,38,1.58845911014763e+08,78376.36396610497
2022-10-31 20:00:00.000 UTC,1674,3.1099032887417663e+07,32852.438240220494,24,9.136645428483205e+07,193356.7083559811
2022-10-30 12:00:00.000 UTC,2010,2.7703890019126825e+07,35219.016246841915,50,2.1900839835158786e+08,-51528.55549908335
2022-10-19 04:00:00.000 UTC,1623,1.1406074559234662e+07,13090.618550071724,26,7.296949443353483e+07,-3.7521466433977205e+06
2022-09-07 09:00:00.000 UTC,1577,2.5327097188576743e+07,19994.282731856165,37,1.7007019485524439e+06,350811.5998857422
2022-09-04 23:00:00.000 UTC,1389,2.2828321798279826e+07,26542.609730895034,20,3.7860460000247076e+07,-2.436698163349876e+06
2022-08-24 19:00:00.000 UTC,1786,3.631435788066726e+07,37694.57821054106,29,4.060574399842824e+07,115721.70977912421
2022-08-23 17:00:00.000 UTC,1583,5.614407951068167e+07,46495.51491879567,25,1.318447357670491e+07,-2.6529065075069857e+06
2022-08-20 04:00:00.000 UTC,1656,4.228086917207857e+07,52393.598832437994,53,4.5614379074518554e+07,-214575.17064443615
2022-08-10 05:00:00.000 UTC,1313,2.546107055123167e+07,22972.496385854847,28,1.1185439693681505e+06,390037.95461820206
2022-08-06 07:00:00.000 UTC,1552,1.8856904335388165e+07,21011.591918349095,72,1.650030222262991e+08,-45563.23615265839
2022-07-26 17:00:00.000 UTC,1609,5.9952918246704645e+07,47545.00400017889,33,9.014348051222062e+06,6.857701189584153e+06
2022-07-15 13:00:00.000 UTC,1325,1.2590533256751218e+08,103521.18874818932,11,1.932902493533652e+07,581766.6741075744
2022-06-16 18:00:00.000 UTC,1413,4.1297274486716814e+07,53593.42749945622,21,8.743938689343069e+06,7.930183839868963e+06
2022-06-10 23:00:00.000 UTC,1194,6.431254493701277e+07,60731.4631214664,20,6.59650570546914e+07,-1.8674036328146048e+06
2022-06-07 05:00:00.000 UTC,1054,2.1984666611244954e+07,26306.367385759862,15,1.122559894324899e+07,1.3902403358408797e+06
2022-06-06 17:00:00.000 UTC,1124,5.088811999394361e+07,46079.61384572802,18,1.1609699108558627e+07,-297111.84942109097
2022-06-06 04:00:00.000 UTC,1725,2.471618323662988e+07,32732.527444314637,30,1.212921010580761e+06,-1.5358765332194658e+06
2021-12-14 17:00:00.000 UTC,1490,7.002457977234282e+07,114974.46064854723,10,758480.9082174157,-1.1272283674243933e+06
2021-12-14 13:00:00.000 UTC,1691,7.586125871218723e+07,126381.3695890121,12,8.975480784128334e+07,1.1026781893788816e+06
2021-12-07 13:00:00.000 UTC,1902,7.773707788490927e+07,144118.62696745925,15,3.6209785040663583e+06,-385646.53186751256
2021-10-11 11:00:00.000 UTC,1757,6.147436055007255e+07,132114.56512325522,20,686364.5693727784,-6.169928725945279e+06
2021-10-04 02:00:00.000 UTC,1235,3.2359603903642993e+07,73063.42441760859,18,1.0980182041304589e+06,-852128.6466881314
2021-09-03 06:00:00.000 UTC,1642,3.833515015422054e+07,118435.65958409739,17,1.6921826055862946e+06,853282.4749400552
2021-08-27 14:00:00.000 UTC,2105,1.2503179794395466e+08,187627.93136622017,18,1.240724910059524e+08,-3.038022061821761e+06
2021-08-25 15:00:00.000 UTC,1820,6.298285292887882e+07,119219.17017166055,10,6.69718943043042e+07,277023.383980643
2021-08-09 07:00:00.000 UTC,1819,4.527362346445604e+07,77054.48070550179,20,1.058791912600811e+06,8340.415799720766
2021-08-05 20:00:00.000 UTC,1742,4.3447315710736714e+07,58947.27141950464,25,2.1982078691633544e+06,-2.7927994776422805e+06
2021-07-29 11:00:00.000 UTC,2079,3.320274746806331e+07,66408.70344375253,22,519097.8780053991,-336539.6913184873
2021-06-14 08:00:00.000 UTC,1480,3.0711390138192117e+07,77150.84953703106,59,9.740268119313905e+06,4.8760335354460925e+06
2021-06-13 21:00:00.000 UTC,2660,7.040265282178468e+07,151636.99106690421,57,6.828137478535437e+06,632722.9954124445
2021-05-20 19:00:00.000 UTC,1163,4.173664016834345e+07,98606.89941352708,37,1.050518945579317e+07,2.0206371905196668e+06
2021-05-09 22:00:00.000 UTC,1471,9.291266828934437e+06,38253.362474755886,20,2.632159167408638e+06,-69393.67710340046
2023-06-15 08:00:00.000 UTC,1995,4.6967764931021854e+07,32692.40054475001,24,1.915300374143978e+06,-753211.6226994896
2023-06-03 04:00:00.000 UTC,1798,7.759528773069217e+06,19819.471270171223,13,2.906331502011093e+07,198551.52863019798
2023-05-27 19:00:00.000 UTC,2646,7.041043229710227e+06,29021.714343500884,10,2.5393509573145904e+07,-108871.20591110963
2023-04-12 19:00:00.000 UTC,1547,2.386196001536412e+07,26123.33388930431,33,1.45364662907602e+08,985864.2495837042
2023-04-03 14:00:00.000 UTC,1881,3.6301764266619965e+07,39125.83547001547,35,7.89852502810473e+07,-205710.98471463815
2023-02-22 10:00:00.000 UTC,2273,4.725307924632176e+07,48695.552511958216,31,5.885022795167324e+07,155874.41014410957
2023-02-22 01:00:00.000 UTC,2694,6.930241723260303e+07,75403.90040828605,40,1.352397728103958e+08,767117.599045081
2023-02-05 23:00:00.000 UTC,2169,2.1326100094991803e+07,26209.87596819367,25,2.24684216658975e+06,1.2368750356641544e+06
2023-02-02 03:00:00.000 UTC,2677,4.313387180967265e+07,42706.05831388136,41,9.22099397156368e+07,1.5181310186974443e+06
2023-01-25 14:00:00.000 UTC,2723,6.0959009506767124e+07,58466.37477660658,43,1.3465904282408276e+08,-295770.58214766596
2023-01-04 02:00:00.000 UTC,1866,3.3635321562642775e+07,31482.64908227468,41,2.4145161699715546e+08,-1.3511696092653628e+06
2022-12-22 16:00:00.000 UTC,1518,1.874010035074686e+07,14545.13050244738,33,1.03454166138991e+08,-70759.51261830091
2022-12-16 08:00:00.000 UTC,1730,4.773000731918154e+07,58235.856764964505,23,7.910331234225896e+07,-181411.75031569414
2022-11-09 02:00:00.000 UTC,4034,1.3508286533598715e+08,149703.27512679796,60,6.976637783421336e+07,2.2659071034916304e+06
2022-10-31 11:00:00.000 UTC,1330,5.24756249180428e+07,47554.383753240436,22,1.5219663805466777e+08,-417762.8064765837
2022-10-17 11:00:00.000 UTC,1869,4.6890762063726485e+07,39337.15678820269,27,1.1772526875164782e+08,329358.1773076309
2022-10-08 02:00:00.000 UTC,1195,7.148478741649264e+06,7927.241699988064,28,1.4636103337602863e+08,-2.4622104824509504e+06
2022-09-29 18:00:00.000 UTC,2103,5.2765399177172154e+07,63217.6616234556,20,2.661021284064948e+07,-330220.57832402136
2022-09-20 06:00:00.000 UTC,1439,1.5867323777319755e+07,16157.335937983908,32,2.4591335863264896e+07,1.0228949251585975e+06
2022-08-12 22:00:00.000 UTC,1238,2.551259910092615e+07,25140.709513982154,24,2.6499580166537225e+07,-572346.7972058756
2022-07-07 02:00:00.000 UTC,1337,3.778647782496083e+07,46888.19633884137,19,1.1136058320143363e+07,1.086841290228594e+06
2022-06-17 20:00:00.000 UTC,1652,5.615908727879579e+07,64031.59727988197,32,1.5900843983078992e+08,1.2982682234093333e+07
2022-06-03 12:00:00.000 UTC,1553,9.652129674702914e+07,98994.50223912954,19,6.507092626164475e+06,-3.327399138843635e+06
2022-06-02 04:00:00.000 UTC,852,2.560764767629727e+07,27014.582265743527,34,2.717698962745905e+07,1.0985431363981826e+07
2022-05-06 17:00:00.000 UTC,1283,7.34121971276045e+07,76368.41753932675,31,1.7729925445223628e+06,943123.1562787241
2022-04-27 11:00:00.000 UTC,1429,7.120233622931473e+07,83614.39102473439,25,4.806797898524156e+07,3.2972308721234635e+06
2022-04-20 08:00:00.000 UTC,1447,3.593381659876777e+07,70307.97641970427,14,5.098189989027558e+06,425544.67657913774
2022-03-24 10:00:00.000 UTC,1760,3.741393260848123e+07,55608.01765098152,13,2.4997105413911236e+06,-249373.74775765743
2022-03-01 20:00:00.000 UTC,1199,6.291392866662317e+07,57712.96406574402,11,1.0691300173846811e+08,1.0348886752215892e+08
2022-01-29 01:00:00.000 UTC,1008,7.363719521773829e+07,75184.12599535935,8,397942.31447586237,158361.1089293874
2022-01-22 11:00:00.000 UTC,2873,1.7746119634121928e+08,211219.24682020818,30,5.101817250401399e+06,3.416038677505777e+06
2022-01-12 23:00:00.000 UTC,1170,4.122377954741168e+07,120656.28110185107,10,588391.1248188122,161578.2813434265
2022-01-09 16:00:00.000 UTC,1303,7.627304389733578e+07,153065.92141050394,7,128682.84339045476,25178.92141161347
2021-12-27 22:00:00.000 UTC,1651,6.124562929016555e+07,129820.87988314558,3,68029.09753966318,-1.7079543339705626e+06
2021-12-22 19:00:00.000 UTC,1043,6.009225843827357e+07,104656.87472900157,9,1.7367110574868622e+06,1.3662108883714383e+06
2021-12-19 08:00:00.000 UTC,1102,3.906412951262157e+07,63556.106547801486,14,1.2055963230312273e+06,-239710.36892077257
2021-12-04 13:00:00.000 UTC,2303,1.1559728195128646e+08,207304.58627543447,17,1.3155256400266574e+06,-1.7698760829065898e+06
2021-11-28 04:00:00.000 UTC,2483,9.79864459879702e+07,160621.13202129974,14,3.1207520737720914e+06,2.523364677550528e+06
2021-10-25 05:00:00.000 UTC,1322,7.06858030410605e+07,186842.43178577046,14,592287.8235411304,551838.9026249558
2021-06-23 11:00:00.000 UTC,1747,2.5637477666851148e+07,55240.0650315198,42,2.302079879050273e+06,-2.2112411961156115e+07
2021-05-26 12:00:00.000 UTC,1456,3.217632031770184e+07,96573.32744841602,54,1.1161648286995599e+07,-178656.21638819727
2021-05-23 10:00:00.000 UTC,1451,8.803442364231598e+07,236640.26107210194,33,4.177931057738976e+06,1.3003728070941197e+06
2023-07-24 17:00:00.000 UTC,1633,3.231347703091925e+07,26303.44002041902,7,9.797900796823718e+06,-99468.27167949783
2023-07-06 05:00:00.000 UTC,917,1.7962871806190096e+07,21872.419189682838,4,16776.690517877785,-918747.4408799288
2023-07-02 18:00:00.000 UTC,1527,1.680046510590805e+07,19713.244548753097,14,663406.455874394,-2.8493072842729213e+06
2023-06-16 04:00:00.000 UTC,1529,2.1960780346321363e+07,17623.25107242858,16,517522.369958127,255403.4108731876
2023-05-30 04:00:00.000 UTC,1721,8.225428373828358e+06,24286.05355628438,5,179483.81704948226,-243726.64445188423
2023-04-15 18:00:00.000 UTC,1762,9.989836856276883e+06,24044.297174935982,29,4.573298589970634e+07,-3.123458542533884e+06
2023-04-10 23:00:00.000 UTC,1830,2.8884277569176633e+07,32377.89841953306,23,1.2766579704934257e+08,-691529.41049541
2023-03-30 20:00:00.000 UTC,1819,2.7453832531011797e+07,34510.263866701585,20,4.0555019731603484e+06,1.801938304856982e+06
2023-02-20 17:00:00.000 UTC,2072,3.0112679446180828e+07,36326.16013232792,25,5.2144436112742e+07,-1.1084285886264527e+06
2023-01-18 16:00:00.000 UTC,5936,3.37269910221978e+08,289996.5732797839,59,7.081778614261926e+08,-2.894166695196006e+06
2022-12-17 16:00:00.000 UTC,1728,6.816099567055589e+07,39838.41470268162,56,2.5970486731791812e+08,-430334.34814769466
2022-11-28 16:00:00.000 UTC,3423,6.878888008495352e+07,89581.53493706278,37,2.0306176038663787e+08,818228.7725356529
2022-09-30 14:00:00.000 UTC,2625,1.0829050789570129e+08,176535.68236766997,41,4.990735482384324e+07,566050.7439695462
2022-08-27 23:00:00.000 UTC,1684,3.560241906174219e+07,30078.65433241111,34,4.6692414414859585e+07,261844.19971580408
2022-08-13 01:00:00.000 UTC,2067,4.634321139692759e+07,68314.42680669305,49,7.1152327189503e+07,-305162.8818405651
2022-08-10 17:00:00.000 UTC,1163,2.5056576467544634e+07,34126.31072487425,17,2.5455376350209126e+06,-2.269248474519045e+06
2022-08-02 21:00:00.000 UTC,1977,7.575871154400545e+07,70008.52153699161,53,1.6421062209394577e+08,-533917.7109256238
2022-07-09 05:00:00.000 UTC,1323,2.5207454895769257e+07,27378.195610202056,31,3.959287346374385e+07,240970.07130205084
2022-06-30 12:00:00.000 UTC,1704,4.887744943597888e+07,62474.45236227185,23,4.18985160249196e+06,608551.4189387127
2022-06-22 06:00:00.000 UTC,1881,6.155344643175485e+07,73518.71209414754,17,3.5255202030028254e+07,-139018.62111867225
2022-05-11 06:00:00.000 UTC,3105,1.0870502556891258e+08,176576.79937318218,30,6.950170470392604e+06,2.899989760907347e+06
2022-05-09 09:00:00.000 UTC,1466,6.6797900568363264e+07,65267.230774873635,39,3.718489360866693e+07,-1.0372044282881033e+06
2022-05-04 16:00:00.000 UTC,1083,7.493137676149859e+07,87076.0583464455,12,4.534712605296818e+06,-1.2670912981391007e+06
2022-04-05 03:00:00.000 UTC,1182,3.3060438867177643e+07,50733.69853789976,8,1.4832532017792931e+06,-6249.235482375498
2022-03-11 21:00:00.000 UTC,1135,6.266659356833103e+07,73930.66106656886,6,976365.8932492759,-2.2418960576867145e+06
2022-03-06 09:00:00.000 UTC,1519,4.653687338994659e+07,67072.13793294958,17,2.821628779514503e+06,2.2998547561311354e+06
2022-01-03 04:00:00.000 UTC,1351,2.3488384953055695e+07,68543.33462231758,13,2.139725581934708e+06,-4.654681224013947e+06
2021-12-22 07:00:00.000 UTC,1395,4.369417532679338e+07,60567.24632312527,11,5.9272594842582695e+07,-122452.46593603908
2021-11-27 03:00:00.000 UTC,2912,9.037258217552401e+07,235984.478132024,23,8.326529497320689e+06,-5.936642895995125e+07
2021-11-16 00:00:00.000 UTC,2486,3.3039049338380176e+08,517978.8895595261,12,3.026920559585628e+06,44685.8170583105
2021-10-27 15:00:00.000 UTC,1864,9.730158238287772e+07,238584.12144093603,12,3.178476130676085e+06,-3.2105406225355994e+06
2021-10-16 06:00:00.000 UTC,1338,4.822856340133554e+07,63366.43633211208,27,2.4845670267087173e+07,-1.1057613713638794e+06
2021-10-06 18:00:00.000 UTC,1068,4.486960646850824e+07,90288.49466468144,11,2.540237693384665e+06,-2.5302567743082438e+06
2021-09-09 11:00:00.000 UTC,1545,4.632636310683824e+07,123012.38602572915,17,897643.0204060733,-433057.4895379724
2021-08-30 11:00:00.000 UTC,1688,4.558558968469955e+07,83678.97970017383,24,3.4846631608572374e+06,38681.51095438721
2021-08-11 23:00:00.000 UTC,1436,3.6973868769758314e+07,56509.44431403617,17,3.0048282184127932e+06,-168041.3608094122
2021-07-10 23:00:00.000 UTC,2183,2.253705248947055e+07,60484.41060474046,37,7.217152863278869e+06,-60957.18951827919
2021-07-03 12:00:00.000 UTC,1992,2.7064003732924588e+07,48677.94384518208,64,8.517749147158724e+07,8.776567155620707e+06
2021-06-15 05:00:00.000 UTC,1607,1.915837364630685e+07,39347.93789902137,199,1.1506397094241122e+07,-4.981353791499364e+06
2023-07-18 22:00:00.000 UTC,1792,1.1313813621817796e+07,23320.362005504787,8,4835.048766276155,-7832.32342056144
2023-06-09 20:00:00.000 UTC,1523,2.1572814764175616e+07,20012.30329527261,13,6.230027037062808e+07,-1.960624358411428e+06
2023-06-02 04:00:00.000 UTC,2060,4.2321210395017266e+07,38734.2112831273,12,4.141274683042547e+07,-175133.55282297274
2023-05-14 19:00:00.000 UTC,2917,1.6186481526230764e+07,40529.258603326576,15,2.1238350279287505e+06,1.9154749962906137e+06
2023-04-25 13:00:00.000 UTC,1708,2.4260840286827825e+07,24520.18318869246,16,368162.107006169,-718936.5145729707
2023-04-02 18:00:00.000 UTC,1783,1.3023752336289523e+07,20019.284923542407,24,1.1944542901662147e+08,197933.58795492369
2023-03-26 03:00:00.000 UTC,1400,9.27953545167027e+06,13315.038397328879,33,7.024895705363216e+07,-304464.63280560507
2023-03-17 08:00:00.000 UTC,2470,5.2787415302327506e+07,47260.90558745745,84,3.3582829166234016e+08,8.967662948082529e+06
